"AphiaID","scientificName","scientificNameMatched","scientificNameWWF","sdm_result","vernacularName","listedIn","annex","note","rank","status","kingdom","phylum","class","order","family","genus","isMarine","isBrackish","isFreshwater","isTerrestrial","gbif_speciesKey","gbif_scientificName"
231429,"Mesoplodon layardii","Mesoplodon layardii",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon",1,0,0,0,2440423,"Mesoplodon layardii (Gray, 1865)"
137126,"Mesoplodon mirus","Mesoplodon mirus",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon",1,0,0,0,2440417,"Mesoplodon mirus True, 1913"
254992,"Mesoplodon perrini","Mesoplodon perrini",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon",1,0,0,0,2440418,"Mesoplodon perrini Dalebout, Mead, Baker, Baker & van Helden, 2002"
231409,"Mesoplodon peruvianus","Mesoplodon peruvianus",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon",1,0,0,0,2440406,"Mesoplodon peruvianus Reyes, Mead & Van Waerebeek, 1991"
254991,"Mesoplodon stejnegeri","Mesoplodon stejnegeri",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon",1,0,0,0,2440402,"Mesoplodon stejnegeri True, 1885"
254993,"Mesoplodon traversii","Mesoplodon traversii",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Mesoplodon",1,0,0,0,2440407,"Mesoplodon traversii (Gray, 1874)"
231433,"Tasmacetus shepherdi","Tasmacetus shepherdi",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Tasmacetus",1,NA,NA,0,2440383,"Tasmacetus shepherdi Oliver, 1937"
137127,"Ziphius cavirostris","Ziphius cavirostris",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Ziphius",1,NA,NA,0,2440369,"Ziphius cavirostris G.Cuvier, 1823"
158667,"Alosa aestivalis","Alosa aestivalis",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412708,"Alosa aestivalis (Mitchill, 1814)"
272248,"Alosa alabamae","Alosa alabamae",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412616,"Alosa alabamae Jordan & Evermann, 1896"
474902,"Alosa algeriensis","Alosa algeriensis",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412667,"Alosa algeriensis Regan, 1916"
126413,"Alosa alosa","Alosa alosa",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412685,"Alosa alosa (Linnaeus, 1758)"
272249,"Alosa braschnikowi","Alosa braschnikowi",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",0,1,0,0,2412751,"Alosa braschnikowi (Borodin, 1904)"
126414,"Alosa caspia","Alosa caspia",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,4284114,"Alosa caspia (Eichwald, 1838)"
272250,"Alosa chrysochloris","Alosa chrysochloris",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412681,"Alosa chrysochloris (Rafinesque, 1820)"
300333,"Alosa curensis","Alosa curensis",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",0,1,0,0,2412943,"Alosa curensis (Suvorov, 1907)"
126415,"Alosa fallax","Alosa fallax",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412623,"Alosa fallax (Lacepède, 1803)"
272251,"Alosa immaculata","Alosa immaculata",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412637,"Alosa immaculata Bennett, 1835"
272252,"Alosa kessleri","Alosa kessleri",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412728,"Alosa kessleri (Grimm, 1887)"
272253,"Alosa maeotica","Alosa maeotica",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412653,"Alosa maeotica (Grimm, 1901)"
158668,"Alosa mediocris","Alosa mediocris",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412699,"Alosa mediocris (Mitchill, 1814)"
158669,"Alosa pseudoharengus","Alosa pseudoharengus",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412740,"Alosa pseudoharengus (Wilson, 1811)"
158670,"Alosa sapidissima","Alosa sapidissima",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412661,"Alosa sapidissima (Wilson, 1811)"
272254,"Alosa saposchnikowii","Alosa saposchnikowii",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",0,1,1,0,2412693,"Alosa saposchnikowii (Grimm, 1887)"
272255,"Alosa sphaerocephala","Alosa sphaerocephala",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",0,1,0,0,2412748,"Alosa sphaerocephala (Berg, 1913)"
272256,"Alosa tanaica","Alosa tanaica",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",1,1,1,0,2412669,"Alosa tanaica (Grimm, 1901)"
272257,"Alosa volgensis","Alosa volgensis",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa",0,1,1,0,2412665,"Alosa volgensis (Berg, 1913)"
233942,"Acipenser baerii","Acipenser baerii",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser",0,1,1,0,4287131,"Acipenser baerii Brandt, 1869"
157869,"Acipenser brevirostrum","Acipenser brevirostrum",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser",1,1,1,0,2402192,"Acipenser brevirostrum Lesueur, 1818"
271694,"Acipenser fulvescens","Acipenser fulvescens",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser",0,1,1,0,2402120,"Acipenser fulvescens Rafinesque, 1817"
126275,"Acipenser gueldenstaedtii","Acipenser gueldenstaedtii",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser",1,1,1,0,2402129,"Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833"
271700,"Huso dauricus","Huso dauricus",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Huso",1,1,1,0,2402100,"Huso dauricus (Georgi, 1775)"
126280,"Huso huso","Huso huso",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Huso",1,1,1,0,2402105,"Huso huso (Linnaeus, 1758)"
282472,"Pseudoscaphirhynchus fedtschenkoi","Pseudoscaphirhynchus fedtschenkoi",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Pseudoscaphirhynchus",0,1,1,0,2402092,"Pseudoscaphirhynchus fedtschenkoi (Kessler, 1872)"
282473,"Pseudoscaphirhynchus hermanni","Pseudoscaphirhynchus hermanni",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Pseudoscaphirhynchus",0,1,1,0,2402096,"Pseudoscaphirhynchus hermanni (Kessler, 1877)"
282474,"Pseudoscaphirhynchus kaufmanni","Pseudoscaphirhynchus kaufmanni",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Pseudoscaphirhynchus",0,1,1,0,9779149,"Pseudoscaphirhynchus kaufmanni (Kessler, 1877)"
282668,"Scaphirhynchus suttkusi","Scaphirhynchus suttkusi",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Scaphirhynchus",0,1,1,0,2402090,"Scaphirhynchus suttkusi Williams & Clemmer, 1991"
1374498,"Pseudobatos buthi","Pseudobatos buthi",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,10345949,"Pseudobatos buthi Rutledge, 2019"
1577351,"Pseudobatos glaucostigma","Pseudobatos glaucostigma",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,9246400,"Pseudobatos glaucostigmus (Jordan & Gilbert, 1883)"
1043490,"Pseudobatos horkelii","Pseudobatos horkelii",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,9361135,"Pseudobatos horkelii (Müller & Henle, 1841)"
1043479,"Pseudobatos lentiginosus","Pseudobatos lentiginosus",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,9451181,"Pseudobatos lentiginosus (Garman, 1880)"
1043484,"Pseudobatos leucorhynchus","Pseudobatos leucorhynchus",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,9306388,"Pseudobatos leucorhynchus (Günther, 1867)"
1043607,"Pseudobatos percellens","Pseudobatos percellens",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,9273149,"Pseudobatos percellens (Walbaum, 1792)"
1043480,"Pseudobatos planiceps","Pseudobatos planiceps",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,9333785,"Pseudobatos planiceps (Garman, 1880)"
1043465,"Pseudobatos prahli","Pseudobatos prahli",NA,"unavailable",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,0,0,0,9600270,"Pseudobatos prahli (Acero P. & Franke, 1995)"
1043469,"Pseudobatos productus","Pseudobatos productus",NA,"available",NA,NA,NA,NA,"Species","accepted","Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos",1,1,0,0,9479285,"Pseudobatos productus (Ayres, 1854)"
