"AphiaID","scientificName","scientificNameWWF","vernacularName","scientificNameID","match_type","acceptedNameUsageID","rank","listedIn","annex","note","status","id","url","authority","unacceptreason","taxonRankID","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","gbif_speciesKey","gbif_scientificName","gbif_matchType","taxonID","sdm_result"
126415,"Alosa fallax",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126415","(Lacepède, 1803)",NA,220,126415,"Alosa fallax","(Lacepède, 1803)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa fallax (Lacepède, 1803). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126415 on 2024-04-02","urn:lsid:marinespecies.org:taxname:126415",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412623,"Alosa fallax (Lacepède, 1803)","EXACT",126415,"available"
272251,"Alosa immaculata",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272251","Bennett, 1835",NA,220,272251,"Alosa immaculata","Bennett, 1835",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa immaculata Bennett, 1835. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272251 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272251",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412637,"Alosa immaculata Bennett, 1835","EXACT",272251,"unavailable"
272252,"Alosa kessleri",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272252","(Grimm, 1887)",NA,220,272252,"Alosa kessleri","(Grimm, 1887)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa kessleri (Grimm, 1887). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272252 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272252",1,1,1,0,NA,"2017-08-17T12:56:20.343Z",2412728,"Alosa kessleri (Grimm, 1887)","EXACT",272252,"unavailable"
272253,"Alosa maeotica",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272253","(Grimm, 1901)",NA,220,272253,"Alosa maeotica","(Grimm, 1901)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa maeotica (Grimm, 1901). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272253 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272253",1,1,1,0,NA,"2020-11-30T13:05:40.470Z",2412653,"Alosa maeotica (Grimm, 1901)","EXACT",272253,"unavailable"
158668,"Alosa mediocris",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=158668","(Mitchill, 1814)",NA,220,158668,"Alosa mediocris","(Mitchill, 1814)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa mediocris (Mitchill, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158668 on 2024-04-02","urn:lsid:marinespecies.org:taxname:158668",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412699,"Alosa mediocris (Mitchill, 1814)","EXACT",158668,"available"
158669,"Alosa pseudoharengus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=158669","(Wilson, 1811)",NA,220,158669,"Alosa pseudoharengus","(Wilson, 1811)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa pseudoharengus (Wilson, 1811). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158669 on 2024-04-02","urn:lsid:marinespecies.org:taxname:158669",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412740,"Alosa pseudoharengus (Wilson, 1811)","EXACT",158669,"available"
158670,"Alosa sapidissima",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=158670","(Wilson, 1811)",NA,220,158670,"Alosa sapidissima","(Wilson, 1811)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa sapidissima (Wilson, 1811). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158670 on 2024-04-02","urn:lsid:marinespecies.org:taxname:158670",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412661,"Alosa sapidissima (Wilson, 1811)","EXACT",158670,"available"
272254,"Alosa saposchnikowii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272254","(Grimm, 1887)",NA,220,272254,"Alosa saposchnikowii","(Grimm, 1887)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa saposchnikowii (Grimm, 1887). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272254 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272254",0,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412693,"Alosa saposchnikowii (Grimm, 1887)","EXACT",272254,"unavailable"
272255,"Alosa sphaerocephala",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272255","(Berg, 1913)",NA,220,272255,"Alosa sphaerocephala","(Berg, 1913)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa sphaerocephala (Berg, 1913). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272255 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272255",0,1,0,0,NA,"2008-01-15T17:27:08.177Z",2412748,"Alosa sphaerocephala (Berg, 1913)","EXACT",272255,"unavailable"
272256,"Alosa tanaica",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272256","(Grimm, 1901)",NA,220,272256,"Alosa tanaica","(Grimm, 1901)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa tanaica (Grimm, 1901). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272256 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272256",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2412669,"Alosa tanaica (Grimm, 1901)","EXACT",272256,"unavailable"
272257,"Alosa volgensis",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",NA,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272257","(Berg, 1913)",NA,220,272257,"Alosa volgensis","(Berg, 1913)",125715,"Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa volgensis (Berg, 1913). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272257 on 2024-04-02","urn:lsid:marinespecies.org:taxname:272257",0,1,1,0,NA,"2020-12-17T07:28:26.240Z",2412665,"Alosa volgensis (Berg, 1913)","EXACT",272257,"unavailable"
233942,"Acipenser baerii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",125618,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=233942","Brandt, 1869",NA,220,233942,"Acipenser baerii","Brandt, 1869",125618,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Froese, R. and D. Pauly. Editors. (2024). FishBase. Acipenser baerii Brandt, 1869. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=233942 on 2024-04-02","urn:lsid:marinespecies.org:taxname:233942",0,1,1,0,NA,"2017-08-18T10:28:24.920Z",4287131,"Acipenser baerii Brandt, 1869","EXACT",233942,"unavailable"
157869,"Acipenser brevirostrum",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",125618,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=157869","Lesueur, 1818",NA,220,157869,"Acipenser brevirostrum","Lesueur, 1818",125618,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Froese, R. and D. Pauly. Editors. (2024). FishBase. Acipenser brevirostrum Lesueur, 1818. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=157869 on 2024-04-02","urn:lsid:marinespecies.org:taxname:157869",1,1,1,0,NA,"2017-08-18T10:28:24.920Z",2402192,"Acipenser brevirostrum Lesueur, 1818","EXACT",157869,"unavailable"
271694,"Acipenser fulvescens",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",125618,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=271694","Rafinesque, 1817",NA,220,271694,"Acipenser fulvescens","Rafinesque, 1817",125618,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Froese, R. and D. Pauly. Editors. (2024). FishBase. Acipenser fulvescens Rafinesque, 1817. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271694 on 2024-04-02","urn:lsid:marinespecies.org:taxname:271694",0,1,1,0,NA,"2008-01-15T17:27:08.177Z",2402120,"Acipenser fulvescens Rafinesque, 1817","EXACT",271694,"unavailable"
126275,"Acipenser gueldenstaedtii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",125618,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126275","Brandt & Ratzeburg, 1833",NA,220,126275,"Acipenser gueldenstaedtii","Brandt & Ratzeburg, 1833",125618,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","Froese, R. and D. Pauly. Editors. (2024). FishBase. Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126275 on 2024-04-02","urn:lsid:marinespecies.org:taxname:126275",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2402129,"Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833","EXACT",126275,"available"
271700,"Huso dauricus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",125619,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=271700","(Georgi, 1775)",NA,220,271700,"Huso dauricus","(Georgi, 1775)",125619,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Huso","Froese, R. and D. Pauly. Editors. (2024). FishBase. Huso dauricus (Georgi, 1775). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271700 on 2024-04-02","urn:lsid:marinespecies.org:taxname:271700",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2402100,"Huso dauricus (Georgi, 1775)","EXACT",271700,"unavailable"
126280,"Huso huso",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",125619,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126280","(Linnaeus, 1758)",NA,220,126280,"Huso huso","(Linnaeus, 1758)",125619,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Huso","Froese, R. and D. Pauly. Editors. (2024). FishBase. Huso huso (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126280 on 2024-04-02","urn:lsid:marinespecies.org:taxname:126280",1,1,1,0,NA,"2008-01-15T17:27:08.177Z",2402105,"Huso huso (Linnaeus, 1758)","EXACT",126280,"unavailable"
282472,"Pseudoscaphirhynchus fedtschenkoi",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",270618,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=282472","(Kessler, 1872)",NA,220,282472,"Pseudoscaphirhynchus fedtschenkoi","(Kessler, 1872)",270618,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Pseudoscaphirhynchus","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudoscaphirhynchus fedtschenkoi (Kessler, 1872). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282472 on 2024-04-02","urn:lsid:marinespecies.org:taxname:282472",0,1,1,0,NA,"2008-01-15T17:27:08.177Z",2402092,"Pseudoscaphirhynchus fedtschenkoi (Kessler, 1872)","EXACT",282472,"unavailable"
282473,"Pseudoscaphirhynchus hermanni",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",270618,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=282473","(Kessler, 1877)",NA,220,282473,"Pseudoscaphirhynchus hermanni","(Kessler, 1877)",270618,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Pseudoscaphirhynchus","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudoscaphirhynchus hermanni (Kessler, 1877). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282473 on 2024-04-02","urn:lsid:marinespecies.org:taxname:282473",0,1,1,0,NA,"2008-01-15T17:27:08.177Z",2402096,"Pseudoscaphirhynchus hermanni (Kessler, 1877)","EXACT",282473,"unavailable"
282474,"Pseudoscaphirhynchus kaufmanni",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",270618,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=282474","(Kessler, 1877)",NA,220,282474,"Pseudoscaphirhynchus kaufmanni","(Kessler, 1877)",270618,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Pseudoscaphirhynchus","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudoscaphirhynchus kaufmanni (Kessler, 1877). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282474 on 2024-04-02","urn:lsid:marinespecies.org:taxname:282474",0,1,1,0,NA,"2008-01-15T17:27:08.177Z",9779149,"Pseudoscaphirhynchus kaufmanni (Kessler, 1877)","EXACT",282474,"unavailable"
282668,"Scaphirhynchus suttkusi",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",270814,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=282668","Williams & Clemmer, 1991",NA,220,282668,"Scaphirhynchus suttkusi","Williams & Clemmer, 1991",270814,"Animalia","Chordata","Chondrostei","Acipenseriformes","Acipenseridae","Scaphirhynchus","Froese, R. and D. Pauly. Editors. (2024). FishBase. Scaphirhynchus suttkusi Williams & Clemmer, 1991. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282668 on 2024-04-02","urn:lsid:marinespecies.org:taxname:282668",0,1,1,0,NA,"2021-08-05T08:44:39.877Z",2402090,"Scaphirhynchus suttkusi Williams & Clemmer, 1991","EXACT",282668,"unavailable"
1374498,"Pseudobatos buthi",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1374498","Rutledge, 2019",NA,220,1374498,"Pseudobatos buthi","Rutledge, 2019",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","WoRMS (2024). Pseudobatos buthi Rutledge, 2019. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1374498 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1374498",1,0,0,0,0,"2019-09-02T08:33:23.807Z",10345949,"Pseudobatos buthi Rutledge, 2019","EXACT",1374498,"unavailable"
1577351,"Pseudobatos glaucostigma",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1577351","(Jordan & Gilbert, 1883)",NA,220,1577351,"Pseudobatos glaucostigma","(Jordan & Gilbert, 1883)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos glaucostigma (Jordan & Gilbert, 1883). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1577351 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1577351",1,0,0,0,NA,"2022-06-02T07:27:35.967Z",9246400,"Pseudobatos glaucostigmus (Jordan & Gilbert, 1883)","FUZZY",1577351,"available"
1043490,"Pseudobatos horkelii",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043490","(Müller & Henle, 1841)",NA,220,1043490,"Pseudobatos horkelii","(Müller & Henle, 1841)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos horkelii (Müller & Henle, 1841). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043490 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1043490",1,0,0,0,NA,"2017-11-08T08:07:26.557Z",9361135,"Pseudobatos horkelii (Müller & Henle, 1841)","EXACT",1043490,"unavailable"
1043479,"Pseudobatos lentiginosus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043479","(Garman, 1880)",NA,220,1043479,"Pseudobatos lentiginosus","(Garman, 1880)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos lentiginosus (Garman, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043479 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1043479",1,0,0,0,NA,"2017-11-08T08:07:26.557Z",9451181,"Pseudobatos lentiginosus (Garman, 1880)","EXACT",1043479,"available"
1043484,"Pseudobatos leucorhynchus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043484","(Günther, 1867)",NA,220,1043484,"Pseudobatos leucorhynchus","(Günther, 1867)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos leucorhynchus (Günther, 1867). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043484 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1043484",1,0,0,0,NA,"2017-11-08T08:07:26.557Z",9306388,"Pseudobatos leucorhynchus (Günther, 1867)","EXACT",1043484,"available"
1043607,"Pseudobatos percellens",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043607","(Walbaum, 1792)",NA,220,1043607,"Pseudobatos percellens","(Walbaum, 1792)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos percellens (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043607 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1043607",1,0,0,0,NA,"2017-11-09T07:31:36.720Z",9273149,"Pseudobatos percellens (Walbaum, 1792)","EXACT",1043607,"available"
1043480,"Pseudobatos planiceps",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043480","(Garman, 1880)",NA,220,1043480,"Pseudobatos planiceps","(Garman, 1880)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos planiceps (Garman, 1880). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043480 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1043480",1,0,0,0,NA,"2017-11-08T08:07:26.557Z",9333785,"Pseudobatos planiceps (Garman, 1880)","EXACT",1043480,"available"
1043465,"Pseudobatos prahli",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043465","(Acero P. & Franke, 1995)",NA,220,1043465,"Pseudobatos prahli","(Acero P. & Franke, 1995)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos prahli (Acero P. & Franke, 1995). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043465 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1043465",1,0,0,0,NA,"2017-11-08T08:07:26.557Z",9600270,"Pseudobatos prahli (Acero P. & Franke, 1995)","EXACT",1043465,"unavailable"
1043469,"Pseudobatos productus",NA,NA,NA,"exact",NA,"Species",NA,NA,NA,"accepted",1043464,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043469","(Ayres, 1854)",NA,220,1043469,"Pseudobatos productus","(Ayres, 1854)",1043464,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Rhinobatidae","Pseudobatos","Froese, R. and D. Pauly. Editors. (2024). FishBase. Pseudobatos productus (Ayres, 1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1043469 on 2024-04-02","urn:lsid:marinespecies.org:taxname:1043469",1,1,0,0,NA,"2017-11-08T08:07:26.557Z",9479285,"Pseudobatos productus (Ayres, 1854)","EXACT",1043469,"available"
